Name                             IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
cement152-anm-00305.dat            6.29      -0.191       0.405      -0.952        13.3        1.28       0.706        2.31         5.9       0.845       0.473       0.813       0.398        26.5        21.6        16.4        21.6        16.4       0.685       0.966       0.777       0.749       0.983
cement152-anm-00309.dat            4.77       -5.07        2.79         1.1        14.7        1.74       -1.27       -1.78        6.65       0.738       0.323       0.658       0.504        27.8        25.5        11.5        25.5        11.2       0.419        0.85       0.559       0.491        0.94
cement152-anm-00313.dat            4.84      -0.542       0.655       -1.81          16        1.46           0        1.37         6.4       0.754       0.302       0.686       0.447        31.1        23.1        12.3        23.1        12.3       0.459       0.873       0.595       0.525       0.942
cement152-anm-00314.dat            7.56        3.34       -2.42      -0.259        19.6       0.312       0.123        1.76        6.16       0.796       0.386       0.753       0.496        39.6        28.8        23.9        28.8        23.9       0.709       0.964       0.795       0.761        0.98
cement152-anm-00315.dat            4.17       -6.57        3.61        1.93        18.7        1.27       -2.71       -1.19         7.4       0.666       0.223        0.55       0.492        37.6        23.3        10.1        23.3        10.1       0.341       0.774       0.488       0.385       0.892
cement152-anm-00316.dat            3.77       -4.25       -2.33      -0.924        15.3       0.251      0.0317      0.0822        6.75       0.723       0.247       0.628       0.509        30.6        22.7        8.92        22.7        8.92       0.339       0.778       0.486       0.395       0.906
cement152-anm-00318.dat            6.75        2.31       -1.68      -0.928        21.6       -3.81       0.979    2.41e-16        6.76       0.712       0.313        0.65       0.453        44.5        32.8        17.5        32.3        16.8       0.442       0.861        0.58       0.505       0.936
cement152-anm-00319.dat            5.03       -2.25       -1.63       -0.53        11.7      -0.276        1.45       0.936        6.04       0.829       0.429       0.789       0.424        22.6        19.7        12.7        19.3        12.3       0.586       0.939         0.7       0.659       0.973
cement152-anm-00320.dat            7.32      -0.911       0.856       -1.33        14.5        1.96      -0.774    1.29e-16        5.81        0.85       0.504       0.821       0.442        27.5          26        20.9          26        20.9       0.779       0.987       0.847       0.835       0.994
cement152-anm-00326.dat            5.01       -2.45       -1.35      -0.533        12.7       0.962      -0.903        -2.8        6.12       0.795       0.393       0.759       0.388        25.5        18.9        15.8        18.5        15.6        0.72       0.966       0.804       0.771       0.981
cement152-anm-00327.dat            4.42        1.11       0.285       0.454        12.4        1.02      -0.261       -2.23         6.2       0.801       0.356       0.755        0.38        24.8        14.2        12.1          14          12       0.643       0.928       0.745       0.672       0.952
cement152-anm-00328.dat            3.09        5.13        1.32       -1.72        13.4       -1.44      -0.371       0.947        7.19       0.674        0.23       0.558       0.413        26.2        13.5        7.77        13.5        7.77       0.414       0.824       0.555       0.442       0.894
cement152-anm-00330.dat            5.77       -3.04       -2.21      -0.475        15.8        1.55      -0.851        3.75        6.15       0.791       0.365       0.738       0.461        31.6        23.3          15        23.2        14.9       0.552        0.92       0.673       0.617        0.96
cement152-anm-00331.dat            5.97        5.54        1.42       -0.36        20.3       -2.95       -3.57       0.291        6.52       0.742       0.293       0.672       0.463        41.1        28.3          15          28        15.7       0.463       0.872       0.598       0.521       0.937
cement152-anm-00334.dat             5.1       -2.95        2.15       -0.23        16.8       -1.21        0.31      -0.684        6.37       0.764       0.304       0.693       0.442        33.5        21.3        12.5          21          12       0.453       0.861       0.589       0.503       0.927
cement152-anm-00335.dat            5.88       -3.04       -2.85       0.526        15.2        0.16       0.193        1.31        5.98       0.819       0.386       0.771       0.499        30.4        27.5        14.3        27.3        14.2       0.494       0.898       0.625        0.57       0.958
cement152-anm-00337.dat            3.69        5.26           0    3.22e-16        11.7      -0.545      -0.396      -0.927        6.35       0.754       0.315       0.688       0.417        23.3        17.7        8.75        17.7        8.75        0.43       0.855        0.57       0.496       0.936
cement152-anm-00339.dat            9.56        1.01        3.11       -3.07        22.6       0.939      -0.241        1.76        5.92        0.81       0.424        0.78       0.486          43        36.3        27.6        36.3        27.6       0.699        0.97       0.787       0.763       0.986
cement152-anm-00344.dat            3.46        2.86       -1.13       0.587        9.16       -1.34       0.973       0.104        6.27       0.779       0.378       0.727       0.402        18.1        16.5        9.02        16.5        8.69       0.504       0.904       0.633        0.58        0.96
cement152-anm-00346.dat            5.76        5.97           0    3.66e-16        15.6        -2.2      -0.566       0.434        6.26       0.775        0.37       0.713       0.451        31.1        23.5        14.1        23.5        14.1       0.523       0.908       0.649        0.59       0.957
cement152-anm-00349.dat            5.08       0.238        3.78       0.238        12.7       0.111       -1.77        1.12         5.9       0.809       0.399       0.763       0.435        25.4        19.3        11.9        19.3        11.9       0.536       0.915        0.66       0.604       0.959
cement152-anm-00350.dat            6.97       -3.92      -0.495      -0.249        14.9        1.92           0        2.04        5.68       0.861       0.469       0.826       0.437        29.8        21.3        18.8        20.8        18.9       0.762       0.969       0.834       0.801       0.982
cement152-anm-00352.dat            6.56       0.184       -2.93       0.185        17.3      -0.801         1.7       0.612        6.19       0.796       0.379       0.742       0.481        34.5        29.1        14.7        29.1        14.7       0.464        0.88       0.599       0.536       0.949
